0
Node Left Objective IInf Best_Integer Best_Bound ItCnt Gap
0 0 0.0000 21 55.2731 Cuts:14 167 100.00%
0+ 0 nan nan 33.4766 0.0000 nan 100.00%
0+ 0 nan nan 30.7162 0.0000 nan 100.00%
0+ 0 nan nan 20.8112 0.0000 nan 100.00%
0+ 0 nan nan 20.0185 0.0000 nan 100.00%
0 2 0.0000 19 20.0185 0.0000 167 100.00%
CPXPARAM_MIP_Cuts_Gomory-LiftProj:Gomory 0
CPXPARAM_MIP_Cuts_Gomory-LiftProj:LiftProj 0
4
Node Left Objective IInf Best_Integer Best_Bound ItCnt Gap
0+ 0 nan nan 360.0000 -360.0000 nan 200.00%
0 0 43.8454 15 360.0000 43.8454 120 87.82%
0+ 0 nan nan 75.9975 43.8454 nan 42.31%
0 0 43.9072 21 75.9975 Cuts:12 150 42.23%
0+ 0 nan nan 75.3543 43.9072 nan 41.73%
0 0 44.5004 21 75.3543 Cuts:25 172 40.95%
0+ 0 nan nan 66.5980 44.5004 nan 33.18%
0 0 44.6612 31 66.5980 Cuts:32 209 32.94%
0 0 44.8759 33 66.5980 Cuts:37 239 32.62%
0 0 44.9215 32 66.5980 Cuts:15 253 32.55%
0+ 0 nan nan 65.7764 44.9215 nan 31.71%
0 0 45.1078 36 65.7764 Cuts:14 281 31.42%
0 0 45.3035 32 65.7764 Cuts:18 307 31.12%
0 0 45.4552 33 65.7764 LiftProj:16 325 30.89%
0 0 45.5560 33 65.7764 Cuts:15 338 30.74%
0 0 45.7708 34 65.7764 Cuts:31 358 30.41%
0 0 45.8263 34 65.7764 LiftProj:20 373 30.33%
0 0 45.8723 37 65.7764 LiftProj:12 388 30.26%
0 0 45.9039 39 65.7764 LiftProj:18 398 30.21%
0 0 46.0144 36 65.7764 LiftProj:11 419 30.04%
0 0 46.0593 34 65.7764 LiftProj:12 425 29.98%
0 0 46.1475 36 65.7764 Cuts:14 434 29.84%
0 0 46.2300 36 65.7764 LiftProj:13 444 29.72%
0 0 46.2497 39 65.7764 LiftProj:13 451 29.69%
0 0 46.3840 37 65.7764 LiftProj:12 467 29.48%
0 0 46.4634 38 65.7764 LiftProj:15 478 29.36%
0 0 46.4811 38 65.7764 LiftProj:13 484 29.33%
0 0 46.5645 38 65.7764 LiftProj:14 496 29.21%
0 0 46.5740 36 65.7764 LiftProj:13 500 29.19%
0 0 46.5847 39 65.7764 LiftProj:18 510 29.18%
0+ 0 nan nan 54.5576 46.5847 nan 14.61%
0 2 46.8834 26 54.5576 46.8874 510 14.06%
CPXPARAM_MIP_Cuts_Gomory-LiftProj:Gomory 35
CPXPARAM_MIP_Cuts_Gomory-LiftProj:LiftProj 0
5
Node Left Objective IInf Best_Integer Best_Bound ItCnt Gap
0+ 0 nan nan 390.0000 -390.0000 nan 200.00%
0 0 0.0000 25 390.0000 0.0000 141 100.00%
0+ 0 nan nan 28.0320 0.0000 nan 100.00%
0 0 0.0000 20 28.0320 Fract:2 148 100.00%
0 0 0.0000 20 28.0320 Cuts:17 167 100.00%
0+ 0 nan nan 24.4964 0.0000 nan 100.00%
0+ 0 nan nan 22.5211 0.0000 nan 100.00%
0+ 0 nan nan 19.1376 0.0000 nan 100.00%
0 2 0.0000 19 19.1376 0.0000 167 100.00%
CPXPARAM_MIP_Cuts_Gomory-LiftProj:Gomory 0
CPXPARAM_MIP_Cuts_Gomory-LiftProj:LiftProj 1
6
Node Left Objective IInf Best_Integer Best_Bound ItCnt Gap
0+ 0 nan nan 360.0000 -360.0000 nan 200.00%
0+ 0 nan nan 70.1893 -360.0000 nan 612.90%
0 0 43.8454 11 70.1893 43.8454 108 37.53%
0+ 0 nan nan 51.9567 43.8454 nan 15.61%
0 0 43.8454 13 51.9567 Cuts:12 130 15.61%
0 0 44.0962 17 51.9567 Cuts:10 164 15.13%
0 0 44.4262 25 51.9567 Cuts:10 177 14.49%
0 0 44.6520 25 51.9567 Cuts:16 190 14.06%
0 0 44.6937 24 51.9567 Cuts:10 196 13.98%
0 0 44.7973 25 51.9567 Cuts:16 215 13.78%
0 0 44.9295 27 51.9567 Cuts:14 233 13.53%
0 0 45.0804 26 51.9567 Cuts:12 252 13.23%
0 0 45.1788 28 51.9567 LiftProj:12 261 13.05%
0 0 45.2040 30 51.9567 LiftProj:14 269 13.00%
0 0 45.2449 26 51.9567 LiftProj:15 280 12.92%
0 0 45.3456 28 51.9567 Cuts:22 293 12.72%
0 0 45.4581 31 51.9567 LiftProj:18 309 12.51%
0 0 45.5235 30 51.9567 LiftProj:11 314 12.38%
0 0 45.7007 30 51.9567 LiftProj:11 326 12.04%
0 0 45.8569 29 51.9567 LiftProj:14 337 11.74%
0 0 46.2508 28 51.9567 LiftProj:11 356 10.98%
0 0 46.3144 30 51.9567 LiftProj:15 369 10.86%
0 0 46.3909 30 51.9567 LiftProj:11 374 10.71%
0 0 46.4307 27 51.9567 LiftProj:9 385 10.64%
0 0 46.5130 29 51.9567 LiftProj:12 397 10.48%
0 0 46.5810 31 51.9567 LiftProj:14 407 10.35%
0 0 46.6326 30 51.9567 LiftProj:11 416 10.25%
0 0 46.6539 30 51.9567 LiftProj:7 420 10.21%
0 0 46.8183 30 51.9567 LiftProj:12 436 9.89%
0 0 46.8850 29 51.9567 LiftProj:9 444 9.76%
0 0 46.9597 29 51.9567 LiftProj:12 458 9.62%
0 0 46.9666 28 51.9567 LiftProj:8 463 9.60%
0+ 0 nan nan 51.9567 46.9666 nan 9.60%
0 0 48.0177 10 51.9567 48.0177 589 7.58%
0+ 0 nan nan 51.1055 48.0177 nan 6.04%
0 0 48.0749 10 51.1055 Cuts:14 605 5.93%
0+ 0 nan nan 50.4417 48.0749 nan 4.69%
0 0 48.1535 10 50.4417 Cuts:11 618 4.54%
0 0 48.2072 10 50.4417 Cuts:30 640 4.43%
0 0 48.2255 10 50.4417 Cuts:12 653 4.39%
0 0 48.2342 10 50.4417 Cuts:8 658 4.38%
0 0 48.2646 10 50.4417 Cuts:7 671 4.32%
0 0 48.2722 10 50.4417 LiftProj:8 677 4.30%
0 0 48.2888 10 50.4417 LiftProj:10 686 4.27%
0 0 48.3820 10 50.4417 LiftProj:7 700 4.08%
0 0 48.4842 11 50.4417 Cuts:12 713 3.88%
0 0 48.5071 11 50.4417 Cuts:10 721 3.84%
0 0 48.5270 10 50.4417 LiftProj:7 729 3.80%
0 0 48.5363 10 50.4417 LiftProj:8 735 3.78%
0 0 48.5951 11 50.4417 LiftProj:8 755 3.66%
0 0 48.6053 11 50.4417 LiftProj:6 761 3.64%
0 0 48.6145 10 50.4417 LiftProj:6 771 3.62%
0 0 48.6156 10 50.4417 LiftProj:5 775 3.62%
0 0 48.6399 10 50.4417 LiftProj:5 784 3.57%
0 0 48.6489 10 50.4417 LiftProj:5 789 3.55%
0 2 48.6489 10 50.4417 48.6491 789 3.55%
CPXPARAM_MIP_Cuts_Gomory-LiftProj:Gomory 22
CPXPARAM_MIP_Cuts_Gomory-LiftProj:LiftProj 1
7
Node Left Objective IInf Best_Integer Best_Bound ItCnt Gap
0+ 0 nan nan 390.0000 -390.0000 nan 200.00%
0+ 0 nan nan 68.7303 -390.0000 nan 667.44%
0 0 -0.0000 21 68.7303 -0.0000 127 100.00%
0+ 0 nan nan 20.8747 0.0000 nan 100.00%
0+ 0 nan nan 12.4128 0.0000 nan 100.00%
0+ 0 nan nan 11.8788 0.0000 nan 100.00%
0 2 0.0000 14 11.8788 0.0000 127 100.00%
CPXPARAM_MIP_Cuts_Gomory-LiftProj:Gomory 0
CPXPARAM_MIP_Cuts_Gomory-LiftProj:LiftProj 0
8
Node Left Objective IInf Best_Integer Best_Bound ItCnt Gap
0+ 0 nan nan 420.0000 -420.0000 nan 200.00%
0 0 56.1710 16 420.0000 56.1710 111 86.63%
0+ 0 nan nan 105.5506 56.1710 nan 46.78%
0 0 56.1751 18 105.5506 Cuts:21 137 46.78%
0+ 0 nan nan 105.3044 56.1751 nan 46.65%
0 0 56.7200 22 105.3044 Cuts:18 154 46.14%
0+ 0 nan nan 79.4556 56.7200 nan 28.61%
0 0 57.0815 29 79.4556 Cuts:20 171 28.16%
0 0 57.2545 32 79.4556 Cuts:26 189 27.94%
0 0 57.2717 30 79.4556 Cuts:15 201 27.92%
0 0 57.3035 30 79.4556 Cuts:24 220 27.88%
0 0 57.3241 34 79.4556 Cuts:22 232 27.85%
0 0 57.3791 34 79.4556 Cuts:20 248 27.78%
0 0 57.3977 35 79.4556 Cuts:18 260 27.76%
0 0 57.4489 37 79.4556 Cuts:16 281 27.70%
0+ 0 nan nan 76.7492 57.4489 nan 25.15%
0 0 57.5234 36 76.7492 Cuts:18 308 25.05%
0 0 57.5737 37 76.7492 Cuts:16 321 24.98%
0 0 57.7152 37 76.7492 Cuts:21 341 24.80%
0 0 57.7942 36 76.7492 LiftProj:14 353 24.70%
0 0 57.8416 34 76.7492 LiftProj:11 368 24.64%
0 0 57.8588 36 76.7492 LiftProj:16 376 24.61%
0 0 57.8846 35 76.7492 LiftProj:14 383 24.58%
0 0 57.9930 36 76.7492 LiftProj:19 399 24.44%
0 0 58.0063 37 76.7492 LiftProj:10 405 24.42%
0 0 58.1564 36 76.7492 LiftProj:16 422 24.23%
0 0 58.2495 36 76.7492 LiftProj:15 440 24.10%
0 0 58.2899 35 76.7492 Cuts:14 457 24.05%
0 0 58.2914 37 76.7492 LiftProj:8 461 24.05%
0 0 58.3025 38 76.7492 LiftProj:16 468 24.04%
0+ 0 nan nan 70.3157 58.3025 nan 17.08%
0 2 58.3025 38 70.3157 58.3073 468 17.08%
CPXPARAM_MIP_Cuts_Gomory-LiftProj:Gomory 33
CPXPARAM_MIP_Cuts_Gomory-LiftProj:LiftProj 4
9
Node Left Objective IInf Best_Integer Best_Bound ItCnt Gap
0+ 0 nan nan 420.0000 -420.0000 nan 200.00%
0 0 0.0000 26 420.0000 0.0000 132 100.00%
0+ 0 nan nan 90.5377 0.0000 nan 100.00%
0 0 -0.0000 26 90.5377 Cuts:3 136 100.00%
0+ 0 nan nan 69.6581 0.0000 nan 100.00%
0 0 0.0000 26 69.6581 Cuts:9 173 100.00%
0+ 0 nan nan 67.5722 0.0000 nan 100.00%
0+ 0 nan nan 63.1412 0.0000 nan 100.00%
0+ 0 nan nan 57.3464 0.0000 nan 100.00%
0+ 0 nan nan 35.4213 0.0000 nan 100.00%
0 2 0.0000 25 35.4213 0.0000 173 100.00%
CPXPARAM_MIP_Cuts_Gomory-LiftProj:Gomory 0
CPXPARAM_MIP_Cuts_Gomory-LiftProj:LiftProj 0
10
Node Left Objective IInf Best_Integer Best_Bound ItCnt Gap
0+ 0 nan nan 570.0000 -570.0000 nan 200.00%
0 0 41.1710 16 570.0000 41.1710 125 92.78%
0+ 0 nan nan 102.1758 41.1710 nan 59.71%
0 0 41.1710 13 102.1758 Cuts:5 136 59.71%
0+ 0 nan nan 99.0749 41.1710 nan 58.44%
0 0 41.3166 17 99.0749 Cuts:17 164 58.30%
0 0 42.4097 22 99.0749 Cuts:21 176 57.19%
0 0 42.9108 25 99.0749 Cuts:15 185 56.69%
0+ 0 nan nan 84.9732 42.9108 nan 49.50%
0 0 43.5784 27 84.9732 Cuts:15 202 48.72%
0 0 43.8765 29 84.9732 Cuts:15 218 48.36%
0 0 44.0766 31 84.9732 Cuts:19 233 48.13%
0 0 44.3433 29 84.9732 Cuts:18 255 47.82%
0 0 44.5681 30 84.9732 LiftProj:14 266 47.55%
0 0 44.6581 31 84.9732 LiftProj:19 271 47.44%
0 0 44.8349 29 84.9732 LiftProj:14 283 47.24%
0 0 45.1683 31 84.9732 LiftProj:12 291 46.84%
0 0 45.9647 32 84.9732 LiftProj:16 314 45.91%
0 0 46.5779 33 84.9732 LiftProj:17 329 45.19%
0 0 47.3414 33 84.9732 LiftProj:13 349 44.29%
0 0 47.6168 30 84.9732 LiftProj:13 356 43.96%
0 0 47.8054 33 84.9732 LiftProj:12 362 43.74%
0 0 48.1879 33 84.9732 LiftProj:13 374 43.29%
0 0 48.5698 33 84.9732 LiftProj:9 397 42.84%
0 0 48.7554 33 84.9732 LiftProj:12 412 42.62%
0 0 48.8847 33 84.9732 LiftProj:16 425 42.47%
0 0 49.0666 33 84.9732 LiftProj:9 447 42.26%
0 0 49.1699 33 84.9732 LiftProj:12 460 42.13%
0 0 49.3546 33 84.9732 LiftProj:11 474 41.92%
0 0 49.4071 33 84.9732 LiftProj:9 485 41.86%
0 0 49.4803 32 84.9732 LiftProj:9 498 41.77%
0 0 49.6236 33 84.9732 LiftProj:6 509 41.60%
0 0 49.7406 33 84.9732 LiftProj:11 518 41.46%
0 0 49.8257 33 84.9732 LiftProj:8 526 41.36%
0 0 49.9125 32 84.9732 LiftProj:10 540 41.26%
0 0 49.9322 32 84.9732 LiftProj:12 550 41.24%
0 0 49.9729 33 84.9732 LiftProj:10 561 41.19%
0 0 50.0395 33 84.9732 LiftProj:7 575 41.11%
0 0 50.0578 33 84.9732 LiftProj:10 585 41.09%
0 0 50.0820 33 84.9732 LiftProj:5 594 41.06%
0 0 50.1209 32 84.9732 LiftProj:5 603 41.02%
0 0 50.1476 32 84.9732 LiftProj:7 610 40.98%
0 0 50.1832 33 84.9732 LiftProj:5 620 40.94%
0 0 50.3066 32 84.9732 LiftProj:6 637 40.80%
0 0 50.4073 31 84.9732 LiftProj:8 646 40.68%
0 0 50.4195 32 84.9732 LiftProj:8 653 40.66%
0 0 50.4263 32 84.9732 LiftProj:3 659 40.66%
0+ 0 nan nan 63.5722 50.4263 nan 20.68%
0 2 50.4263 32 63.5722 50.4477 659 20.65%
CPXPARAM_MIP_Cuts_Gomory-LiftProj:Gomory 37
CPXPARAM_MIP_Cuts_Gomory-LiftProj:LiftProj 0
11
Node Left Objective IInf Best_Integer Best_Bound ItCnt Gap
0+ 0 nan nan 450.0000 -450.0000 nan 200.00%
0 0 0.0000 22 450.0000 0.0000 134 100.00%
0+ 0 nan nan 71.7694 0.0000 nan 100.00%
0 0 0.0000 19 71.7694 Fract:3 142 100.00%
0+ 0 nan nan 20.3616 0.0000 nan 100.00%
0 0 0.0000 20 20.3616 Cuts:11 180 100.00%
0 0 0.0000 20 20.3616 Cuts:12 196 100.00%
0+ 0 nan nan 17.9448 0.0000 nan 100.00%
0 2 0.0000 17 17.9448 0.0000 196 100.00%
CPXPARAM_MIP_Cuts_Gomory-LiftProj:Gomory 0
CPXPARAM_MIP_Cuts_Gomory-LiftProj:LiftProj 3
12
Node Left Objective IInf Best_Integer Best_Bound ItCnt Gap
0+ 0 nan nan 450.0000 -450.0000 nan 200.00%
0 0 34.1191 18 450.0000 34.1191 110 92.42%
0+ 0 nan nan 93.2111 34.1191 nan 63.40%
0 0 34.9033 19 93.2111 Cuts:14 139 62.55%
0+ 0 nan nan 77.3444 34.9033 nan 54.87%
0 0 35.7347 18 77.3444 Cuts:28 162 53.80%
0+ 0 nan nan 69.5945 35.7347 nan 48.65%
0 0 36.5066 25 69.5945 Cuts:27 180 47.54%
0 0 37.0180 26 69.5945 Cuts:29 200 46.81%
0 0 37.2933 30 69.5945 Cuts:22 221 46.41%
0 0 37.3901 31 69.5945 LiftProj:20 237 46.27%
0 0 37.5011 34 69.5945 LiftProj:20 256 46.11%
0 0 37.6159 36 69.5945 LiftProj:16 262 45.95%
0 0 38.5809 36 69.5945 LiftProj:16 285 44.56%
0 0 38.9663 34 69.5945 Cuts:18 297 44.01%
0 0 39.1163 37 69.5945 LiftProj:19 313 43.79%
0 0 39.3732 37 69.5945 LiftProj:16 329 43.42%
0 0 39.5056 36 69.5945 LiftProj:13 339 43.23%
0 0 39.6112 38 69.5945 LiftProj:26 348 43.08%
0 0 39.6714 39 69.5945 LiftProj:17 362 43.00%
0 0 39.6986 37 69.5945 LiftProj:16 369 42.96%
0 0 39.9348 37 69.5945 LiftProj:21 389 42.62%
0 0 40.1590 38 69.5945 LiftProj:19 399 42.30%
0 0 40.3004 38 69.5945 LiftProj:19 409 42.09%
0 0 40.5459 38 69.5945 LiftProj:19 423 41.74%
0 0 40.7382 37 69.5945 LiftProj:21 436 41.46%
0 0 40.9010 38 69.5945 LiftProj:15 450 41.23%
0 0 41.2945 37 69.5945 LiftProj:15 470 40.66%
0 0 41.4153 36 69.5945 LiftProj:15 486 40.49%
0 0 41.5171 37 69.5945 LiftProj:20 499 40.34%
0 0 41.5856 39 69.5945 LiftProj:14 515 40.25%
0 0 41.6419 38 69.5945 LiftProj:12 524 40.16%
0 0 41.7695 37 69.5945 LiftProj:12 535 39.98%
0 0 41.7875 37 69.5945 LiftProj:15 544 39.96%
0 0 41.8322 38 69.5945 LiftProj:13 554 39.89%
0 0 41.8723 38 69.5945 LiftProj:12 563 39.83%
0 0 41.9022 38 69.5945 LiftProj:13 576 39.79%
0 0 41.9549 38 69.5945 LiftProj:15 593 39.72%
0 0 41.9715 39 69.5945 LiftProj:12 603 39.69%
0 0 41.9963 39 69.5945 LiftProj:9 619 39.66%
0 0 42.0615 38 69.5945 LiftProj:12 633 39.56%
0 0 42.0943 38 69.5945 LiftProj:7 640 39.51%
0 0 42.1581 37 69.5945 LiftProj:13 652 39.42%
0 0 42.1844 38 69.5945 LiftProj:9 666 39.39%
0 0 42.2007 39 69.5945 LiftProj:12 676 39.36%
0 0 42.2762 36 69.5945 LiftProj:6 694 39.25%
0 0 42.3448 38 69.5945 LiftProj:15 709 39.16%
0 0 42.3852 39 69.5945 LiftProj:13 720 39.10%
0 0 42.4143 38 69.5945 LiftProj:5 727 39.06%
0 0 42.4279 38 69.5945 LiftProj:11 735 39.04%
0+ 0 nan nan 61.6374 42.4279 nan 31.17%
0 2 42.4279 38 61.6374 42.4358 735 31.15%
CPXPARAM_MIP_Cuts_Gomory-LiftProj:Gomory 43
CPXPARAM_MIP_Cuts_Gomory-LiftProj:LiftProj 0
13
Node Left Objective IInf Best_Integer Best_Bound ItCnt Gap
0+ 0 nan nan 390.0000 -390.0000 nan 200.00%
0 0 0.0000 26 390.0000 0.0000 142 100.00%
0+ 0 nan nan 72.2076 0.0000 nan 100.00%
0+ 0 nan nan 63.2676 0.0000 nan 100.00%
0+ 0 nan nan 54.5969 0.0000 nan 100.00%
0+ 0 nan nan 19.6266 0.0000 nan 100.00%
0 2 0.0000 25 19.6266 0.0000 142 100.00%
CPXPARAM_MIP_Cuts_Gomory-LiftProj:Gomory 0
CPXPARAM_MIP_Cuts_Gomory-LiftProj:LiftProj 0
14
Node Left Objective IInf Best_Integer Best_Bound ItCnt Gap
0+ 0 nan nan 480.0000 -480.0000 nan 200.00%
0 0 31.1191 15 480.0000 31.1191 124 93.52%
0+ 0 nan nan 61.8842 31.1191 nan 49.71%
0 0 31.1191 16 61.8842 Cuts:7 146 49.71%
0 0 32.3208 24 61.8842 Cuts:19 171 47.77%
0 0 33.1219 24 61.8842 Cuts:16 183 46.48%
0 0 33.5451 22 61.8842 Cuts:14 203 45.79%
0 0 33.7330 24 61.8842 Cuts:19 215 45.49%
0 0 33.8729 27 61.8842 Cuts:24 236 45.26%
0 0 33.9897 27 61.8842 LiftProj:11 247 45.08%
0 0 34.0598 26 61.8842 LiftProj:17 258 44.96%
0 0 34.1018 28 61.8842 LiftProj:11 268 44.89%
0 0 34.3012 25 61.8842 Cuts:14 288 44.57%
0 0 34.5777 27 61.8842 LiftProj:14 314 44.13%
0 0 34.8694 31 61.8842 LiftProj:15 340 43.65%
0 0 35.1076 27 61.8842 LiftProj:8 352 43.27%
0 0 35.7268 29 61.8842 LiftProj:12 374 42.27%
0 0 36.1116 30 61.8842 LiftProj:9 392 41.65%
0 0 36.5451 28 61.8842 LiftProj:12 406 40.95%
0 0 36.7110 31 61.8842 Cuts:12 417 40.68%
0 0 36.8402 30 61.8842 LiftProj:8 433 40.47%
0 0 36.8833 30 61.8842 LiftProj:7 449 40.40%
0 0 37.0212 32 61.8842 LiftProj:8 463 40.18%
0 0 37.1662 30 61.8842 LiftProj:8 471 39.94%
0 0 37.2738 31 61.8842 LiftProj:10 480 39.77%
0 0 37.5906 32 61.8842 LiftProj:13 492 39.26%
0 0 37.6743 32 61.8842 LiftProj:9 501 39.12%
0 0 38.0544 30 61.8842 LiftProj:7 521 38.51%
0 0 38.1219 31 61.8842 LiftProj:10 530 38.40%
0 0 38.1947 31 61.8842 LiftProj:9 546 38.28%
0 0 38.2063 32 61.8842 Cuts:8 551 38.26%
0 0 38.2330 32 61.8842 LiftProj:9 557 38.22%
0 0 38.3808 31 61.8842 LiftProj:4 570 37.98%
0 0 38.5057 32 61.8842 LiftProj:7 577 37.78%
0 0 38.6948 31 61.8842 LiftProj:13 595 37.47%
0 0 38.7978 31 61.8842 LiftProj:14 606 37.31%
0 0 38.8449 30 61.8842 LiftProj:11 613 37.23%
0 0 38.8887 31 61.8842 LiftProj:10 623 37.16%
0 0 39.0038 32 61.8842 LiftProj:8 634 36.97%
0 0 39.0689 30 61.8842 LiftProj:10 648 36.87%
0 0 39.1335 29 61.8842 LiftProj:14 654 36.76%
0 0 39.2472 32 61.8842 LiftProj:9 663 36.58%
